# File generated by CMD 3.7 (http://stev.oapd.inaf.it/cmd) on Fri Dec  8 12:11:19 UTC 2023
# isochrones based on PARSEC release v1.2S +  COLIBRI S_37 + S_35 + PR16
# Basic references: Bressan et al. (2012), MNRAS, 427, 127 + Chen et al. (2014, 2015), MNRAS, 444, 2525 + MNRAS, 452, 1068 + Tang et al. (2014), MNRAS, 445, 4287 + Marigo et al. (2017), ApJ, 835, 77 + Pastorelli al. (2019), MNRAS, 485, 5666 + Pastorelli al. (2020), MNRAS, in press
# Thermal pulse cycles included 
# On RGB, assumed Reimers mass loss with efficiency eta=0.2
# LPV periods and growth rates added cf. Trabucchi et al. (2019)
# but fundamental-mode LPV periods are from Trabucchi et al. (2021)
# Photometric system: <i>UBVRIJHK</i> (cf. Maiz-Apellaniz 2006 + Bessell 1990)
# Using YBC version of bolometric corrections as in Chen et al. (2019)
# O-rich circumstellar dpmod60alox40 dust from Groenewegen (2006)
# C-rich circumstellar AMCSIC15 dust from Groenewegen (2006)
# IMF: Kroupa (2001, 2002) + Kroupa et al. (2013) canonical two-part-power law IMF corrected for unresolved binaries 
# Kind of output: isochrone tables
# Zini     MH   logAge Mini        int_IMF         Mass   logL    logTe  logg  label   McoreTP C_O  period0  period1  period2  period3  period4  pmode  Mloss  tau1m   X   Y   Xc  Xn  Xo  Cexcess  Z 	 mbolmag  Umag    Bmag    Vmag    Rmag    Imag    Jmag    Hmag    Kmag
0.0055325 -0.44000 9.20000 1.4411405325 2.5338069724    1.441  0.972  3.8930  4.149    1  0.000  0.536     0.00     0.00     0.00     0.00     0.00 -1 -3.04e-13      0.00 7.617e-01 2.331e-01 9.156e-04 2.504e-04 2.278e-03 -1.000 5.209e-03 2.341 2.548 2.540 2.331 2.204 2.089 1.953 1.862 1.851
0.0055325 -0.44000 9.20000 1.4431791306 2.5339908085    1.443  0.975  3.8931  4.146    1  0.000  0.536     0.00     0.00     0.00     0.00     0.00 -1 -3.05e-13      0.00 7.617e-01 2.330e-01 9.156e-04 2.504e-04 2.278e-03 -1.000 5.211e-03 2.332 2.539 2.531 2.322 2.195 2.080 1.945 1.854 1.843
0.0055325 -0.44000 9.20000 1.4574183226 2.5352583908    1.457  1.000  3.8937  4.129    1  0.000  0.536     0.00     0.00     0.00     0.00     0.00 -1 -3.08e-13      0.00 7.618e-01 2.330e-01 9.156e-04 2.502e-04 2.278e-03 -1.000 5.205e-03 2.271 2.478 2.466 2.260 2.135 2.021 1.888 1.798 1.786
0.0055325 -0.44000 9.20000 1.4790867567 2.5371335814    1.479  1.037  3.8940  4.099    1  0.000  0.536     0.00     0.00     0.00     0.00     0.00 -1 -3.14e-13      0.00 7.618e-01 2.330e-01 9.156e-04 2.500e-04 2.278e-03 -1.000 5.174e-03 2.177 2.385 2.368 2.164 2.041 1.929 1.796 1.707 1.695
0.0055325 -0.44000 9.20000 1.4927244186 2.5382817388    1.492  1.061  3.8937  4.078    1  0.000  0.536     0.00     0.00     0.00     0.00     0.00 -1 -3.19e-13      0.00 7.618e-01 2.330e-01 9.157e-04 2.499e-04 2.278e-03 -1.000 5.165e-03 2.118 2.328 2.308 2.105 1.981 1.869 1.735 1.647 1.635
0.0055325 -0.44000 9.20000 1.5023685694 2.5390792278    1.502  1.077  3.8933  4.063    1  0.000  0.536     0.00     0.00     0.00     0.00     0.00 -1 -3.18e-13      0.00 7.618e-01 2.331e-01 9.159e-04 2.500e-04 2.278e-03 -1.000 5.163e-03 2.077 2.287 2.266 2.063 1.939 1.826 1.691 1.603 1.590
0.0055325 -0.44000 9.20000 1.5220649242 2.5406719007    1.522  1.111  3.8911  4.026    1  0.000  0.536     0.00     0.00     0.00     0.00     0.00 -1 -3.19e-13      0.00 7.616e-01 2.332e-01 9.163e-04 2.503e-04 2.278e-03 -1.000 5.200e-03 1.993 2.206 2.184 1.976 1.849 1.733 1.594 1.503 1.490
0.0055325 -0.44000 9.20000 1.5412168503 2.5421757444    1.541  1.143  3.8874  3.984    1  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1 -3.23e-13      0.00 7.615e-01 2.334e-01 9.169e-04 2.507e-04 2.278e-03 -1.000 5.169e-03 1.912 2.130 2.107 1.893 1.760 1.638 1.492 1.395 1.382
0.0055325 -0.44000 9.20000 1.5422695875 2.5422571627    1.542  1.145  3.8872  3.982    1  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1 -3.23e-13      0.00 7.615e-01 2.334e-01 9.169e-04 2.507e-04 2.278e-03 -1.000 5.167e-03 1.907 2.126 2.103 1.889 1.755 1.633 1.486 1.389 1.376
0.0055325 -0.44000 9.20000 1.5565726757 2.5433508205    1.556  1.169  3.8837  3.948    1  0.000  0.536     0.00     0.00     0.00     0.00     0.00 -1 -3.16e-13      0.00 7.614e-01 2.335e-01 9.172e-04 2.508e-04 2.279e-03 -1.000 5.157e-03 1.848 2.070 2.050 1.828 1.688 1.561 1.407 1.304 1.290
0.0055325 -0.44000 9.20000 1.5732587576 2.5445978322    1.573  1.197  3.8780  3.902    1  0.000  0.536     0.00     0.00     0.00     0.00     0.00 -1  -3.1e-13      0.00 7.612e-01 2.336e-01 9.177e-04 2.510e-04 2.281e-03 -1.000 5.168e-03 1.778 2.009 1.992 1.759 1.608 1.471 1.305 1.193 1.178
0.0055325 -0.44000 9.20000 1.5885006189 2.5457106222    1.588  1.222  3.8711  3.853    1  0.000  0.536     0.00     0.00     0.00     0.00     0.00 -1 -3.07e-13      0.00 7.610e-01 2.338e-01 9.182e-04 2.512e-04 2.283e-03 -1.000 5.203e-03 1.716 1.956 1.945 1.696 1.533 1.384 1.204 1.079 1.064
0.0055325 -0.44000 9.20000 1.5918149948 2.5459493591    1.591  1.227  3.8694  3.842    1  0.000  0.536     0.00     0.00     0.00     0.00     0.00 -1 -3.07e-13      0.00 7.610e-01 2.338e-01 9.184e-04 2.513e-04 2.284e-03 -1.000 5.212e-03 1.702 1.945 1.936 1.683 1.517 1.364 1.181 1.054 1.038
